email,phone_number,age,age_group,credit_score,family_background,income,intent,comments
vmercer@example.com,+91 8921053646,54,46-55,751,Divorced,678204.54,High,"My colleague recommended your service, very interested"
jeremyduke@example.com,+91 9490743568,38,36-45,654,Single Parent,448030.84,Low,Need references from similar companies in our industry
cardenasjessica@example.com,+91 9599639221,52,46-55,805,Married with Children,1575337.31,High,"Very interested in premium products, please schedule a demo"
rebeccawalter@example.org,+91 7118210256,22,18-25,727,Single,699205.31,Low,"Just browsing for now, collecting information for future"
christina99@example.org,+91 6394121460,20,18-25,564,Single,300000.0,Low,"Evaluating multiple solutions, yours is in top 3 contenders"
wsims@example.org,+91 9047799986,52,46-55,820,Married,2466124.55,High,"Need urgent solution for my project, can we fast-track this?"
vrobbins@example.net,+91 6829734546,30,26-35,657,Married with Children,805870.32,Low,Boss asked me to research but no immediate plans
dholland@example.org,+91 7529093889,53,46-55,756,Married,1438468.13,High,"My colleague recommended your service, very interested"
vangjay@example.net,+91 8028015114,33,26-35,673,Married with Children,1236528.29,Low,Will consider in the future when business grows
kathryn24@example.net,+91 6988736355,31,26-35,759,Married with Children,1732648.37,High,"Very interested in premium products, please schedule a demo"
jrobbins@example.org,+91 9686213119,47,46-55,631,Married with Children,1030673.48,High,"Attended your webinar, convinced about the value proposition"
megan65@example.net,+91 8292512779,31,26-35,658,Single,744608.14,Low,Impressed by features but implementation seems complex
maryhernandez@example.com,+91 8232878553,54,46-55,685,Married with Children,876124.18,Low,"Too many features, looking for something simpler"
qtran@example.org,+91 6034533840,73,65+,775,Divorced,692014.75,Low,"Part of market research, not actively buying"
jacqueline34@example.net,+91 9972128102,30,26-35,681,Single,1034412.74,Low,Need references from similar companies in our industry
kyliekline@example.com,+91 9760408525,26,26-35,646,Married,746982.88,Low,Comparing features and prices with 2-3 other vendors
calexander@example.com,+91 7601710433,54,46-55,765,Married,1593613.78,High,"My colleague recommended your service, very interested"
diazanita@example.org,+91 6190394463,36,36-45,668,Married with Children,823044.68,Low,Interested but needs approval from my manager first
usalas@example.com,+91 8043512557,21,18-25,450,Single,564308.86,Low,Will consider in the future when business grows
davidlove@example.com,+91 7216843308,34,26-35,644,Married,1094200.21,Low,"Just browsing for now, collecting information for future"
matthewlong@example.net,+91 7177590083,52,46-55,769,Divorced,1610401.35,High,"Current solution is not meeting our needs, exploring alternatives"
sarahwatson@example.com,+91 6396184248,25,18-25,717,Single,675047.58,High,Ready to make a purchase decision within this week
nturner@example.net,+91 8182539924,42,36-45,705,Married with Children,1734078.49,High,"ROI calculations look promising, let's move forward"
ssmith1@example.net,+91 7073208777,53,46-55,675,Single Parent,867094.63,Low,Waiting for next quarter budget allocation to decide
michael03@example.net,+91 8285827799,59,56-65,733,Single,575334.69,High,"Need urgent solution for my project, can we fast-track this?"
johnanderson@example.net,+91 8223068499,30,26-35,776,Married,887624.18,Low,Comparing features and prices with 2-3 other vendors
ramseyvalerie@example.com,+91 9488351200,70,65+,771,Divorced,857708.46,Low,Need to understand if this is really necessary for us
michaelmartinez@example.net,+91 9703262752,53,46-55,820,Married with Children,2819784.14,High,Expansion plans require robust solution like yours
murphychristine@example.org,+91 8555383394,41,36-45,820,Married with Children,2478597.93,High,"Impressed with your product features, let's discuss pricing"
amercer@example.org,+91 9943180070,20,18-25,648,Single,300000.0,Low,"Looking for basic options only, nothing too complex"
bowerslaura@example.org,+91 9253752548,37,36-45,759,Married,718080.12,High,"My colleague recommended your service, very interested"
millermark@example.org,+91 8997517321,39,36-45,696,Married,968887.79,High,Comparing different premium options but leaning towards your product
ljones@example.com,+91 8131763857,31,26-35,707,Single,1057045.61,Low,"Considering options carefully, need more technical details"
annafrench@example.net,+91 9412204309,39,36-45,712,Married with Children,1631742.09,High,"Need urgent solution for my project, can we fast-track this?"
taylorchristopher@example.org,+91 9926899142,37,36-45,706,Married with Children,1313544.29,Low,"Current solution works fine, just checking alternatives"
williamsjodi@example.net,+91 8198160858,51,46-55,820,Married with Children,2251667.95,High,"Budget approved by management, ready to proceed"
dianalee@example.com,+91 8090100544,36,36-45,623,Single Parent,616621.57,Low,Will consider in the future when business grows
ncollier@example.org,+91 7132179348,82,65+,820,Married,881022.54,High,"ROI calculations look promising, let's move forward"
mwoods@example.net,+91 8905519267,29,26-35,723,Married with Children,1392547.15,High,"Willing to pay for quality service, budget is not a constraint"
charlesbaker@example.com,+91 8229891757,53,46-55,737,Married with Children,1828039.02,High,Comparing different premium options but leaning towards your product
snyderpamela@example.com,+91 6124188410,49,46-55,820,Married,2684373.51,High,"My colleague recommended your service, very interested"
courtneygutierrez@example.com,+91 9540549239,20,18-25,634,Single,300000.0,Low,Interested but needs approval from my manager first
jenny19@example.org,+91 7799452053,49,46-55,820,Married with Children,2274715.07,High,"Had a great experience with your competitor, want to switch"
vanessabarton@example.net,+91 8242623102,70,65+,790,Divorced,1053224.43,High,"My colleague recommended your service, very interested"
natashasmith@example.org,+91 8540818874,53,46-55,681,Married with Children,1360869.44,High,"Impressed with your product features, let's discuss pricing"
foxtracey@example.com,+91 7809226674,65,56-65,768,Divorced,1577686.85,High,"ROI calculations look promising, let's move forward"
castillobryan@example.net,+91 8240539530,18,18-25,716,Single,361786.66,Low,"Just browsing for now, collecting information for future"
mariamoore@example.com,+91 8099995272,32,26-35,737,Married,1262763.67,High,"Need urgent solution for my project, can we fast-track this?"
kathy69@example.org,+91 7269691631,57,56-65,812,Married,1726647.29,High,"Had a great experience with your competitor, want to switch"
uhunter@example.net,+91 8932869053,31,26-35,450,Single,579175.49,Low,"Price is a major concern, looking for budget-friendly options"
gutierrezsteven@example.com,+91 7908690509,81,65+,733,Divorced,357801.19,High,"Looking for long-term partnership, not just one-time purchase"
copelanddylan@example.net,+91 8952541769,35,26-35,723,Married,740587.69,Low,Product looks good but need to understand implementation process
marquezjessica@example.net,+91 8134596388,45,36-45,779,Married,2272847.26,High,Comparing different premium options but leaning towards your product
tiffanytaylor@example.net,+91 8069270910,43,36-45,741,Married,1939295.03,High,"Had a great experience with your competitor, want to switch"
nicolereid@example.com,+91 7547324865,60,56-65,695,Divorced,1070370.46,High,Expansion plans require robust solution like yours
lbuck@example.com,+91 6076037754,41,36-45,650,Single Parent,481394.19,Low,"Not ready to make a decision, still in research phase"
stevengreen@example.net,+91 7317624415,40,36-45,745,Married,1260396.58,High,"Willing to pay for quality service, budget is not a constraint"
megan22@example.com,+91 6994966158,43,36-45,740,Married with Children,1329330.07,Low,Comparing features and prices with 2-3 other vendors
rebeccaperry@example.com,+91 6620624250,31,26-35,802,Single,863851.85,Low,Product looks good but need to understand implementation process
kevin84@example.org,+91 7756587708,55,46-55,737,Married with Children,1637797.04,High,Looking for high-quality solutions for my business needs
uwang@example.net,+91 8692387742,22,18-25,721,Single,717878.83,High,"Need urgent solution for my project, can we fast-track this?"
hhunter@example.org,+91 7692653346,42,36-45,810,Married with Children,2013451.05,High,Looking for high-quality solutions for my business needs
krista33@example.org,+91 9018691984,40,36-45,713,Divorced,505828.14,Low,Comparing features and prices with 2-3 other vendors
mscott@example.net,+91 8835646923,27,26-35,746,Married with Children,692899.12,Low,"Looking for good value deals, can you provide better pricing?"
floresvictor@example.org,+91 9174777184,48,46-55,726,Married with Children,1232961.0,High,"Looking for long-term partnership, not just one-time purchase"
logan59@example.net,+91 8598935750,45,36-45,702,Married with Children,2190268.88,High,"Looking for long-term partnership, not just one-time purchase"
wiserenee@example.net,+91 6683541574,38,36-45,636,Single Parent,730699.72,High,"ROI calculations look promising, let's move forward"
kimberlyschmidt@example.net,+91 6735458812,26,26-35,691,Single,308390.26,Low,Economic uncertainty makes us cautious about new purchases
jacksonmichael@example.org,+91 7198459329,32,26-35,604,Single,434740.91,Low,Might purchase in the next few months if budget allows
alfredblair@example.com,+91 8704052172,35,26-35,753,Married,1157195.03,High,"Impressed with your product features, let's discuss pricing"
taylorwilson@example.org,+91 7417949606,40,36-45,736,Married with Children,1414407.39,High,"My colleague recommended your service, very interested"
bfoster@example.org,+91 9094475152,41,36-45,768,Divorced,1214520.25,High,Ready to make a purchase decision within this week
jameshicks@example.org,+91 9974262584,47,46-55,694,Single Parent,821320.32,High,"ROI calculations look promising, let's move forward"
thompsonluis@example.net,+91 9919894403,31,26-35,731,Married with Children,1737463.1,High,"Current solution is not meeting our needs, exploring alternatives"
omcdonald@example.net,+91 9101744600,25,18-25,450,Married,1087254.56,Low,"Student/researcher, mainly interested in learning"
ycordova@example.net,+91 6535127348,85,65+,760,Married,1111327.17,High,"Impressed with your product features, let's discuss pricing"
carolynhoward@example.com,+91 7630950739,24,18-25,694,Single,300000.0,Low,"Just browsing for now, collecting information for future"
kathryn19@example.net,+91 6896450895,48,46-55,775,Married,2164773.35,High,"Very interested in premium products, please schedule a demo"
jonathanhayes@example.net,+91 6209038796,46,46-55,748,Divorced,1707292.08,High,"Looking for long-term partnership, not just one-time purchase"
jonestimothy@example.org,+91 8047709316,37,36-45,701,Married,720766.75,High,Looking for high-quality solutions for my business needs
drichmond@example.org,+91 9178034243,38,36-45,791,Married with Children,2377378.9,High,"ROI calculations look promising, let's move forward"
